Title,"Release Date","IMDb Url",Format,Distributor,"Added Date"
Sunshine,2007,https://www.imdb.com/title/tt0448134/?ref_=ref_ext_clz,DVD,"20th Century Fox","Mar 29, 2026"
"Super 8",2011,https://www.imdb.com/title/tt1650062/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 29, 2026"
Superbad,2007,https://www.imdb.com/title/tt0829482/?ref_=ref_ext_clz,DVD,Sony,"Mar 29, 2026"
"Superman Returns",2006,https://www.imdb.com/title/tt0348150/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 15, 2026"
"Supernatural: Season 1",2005,https://www.imdb.com/title/tt0460681/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 05, 2026"
"Supernatural: Season 1",2005,https://www.imdb.com/title/tt0460681/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"Supernatural: Season 2",2006,https://www.imdb.com/title/tt0460681/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"Supernatural: Season 3",2007,https://www.imdb.com/title/tt0460681/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 05, 2026"
"Surviving Christmas",2004,https://www.imdb.com/title/tt0252028/?ref_=ref_ext_clz,DVD,,"Mar 16, 2026"
"The Taking of Pelham 123",2009,https://www.imdb.com/title/tt1111422/?ref_=ref_ext_clz,DVD,Sony,"Mar 29, 2026"
"Talladega Nights: The Ballad of Ricky Bobby",2006,https://www.imdb.com/title/tt0415306/?ref_=ref_ext_clz,DVD,Sony,"Mar 29, 2026"
Ted,2012,https://www.imdb.com/title/tt1637725/?ref_=ref_ext_clz,DVD,,"Mar 12, 2026"
Ted,2012,https://www.imdb.com/title/tt1637725/?ref_=ref_ext_clz,DVD,Universal,"Mar 29, 2026"
"Ted 2",2015,https://www.imdb.com/title/tt2637276/?ref_=ref_ext_clz,DVD,Universal,"Mar 12, 2026"
"Ted 2",2015,https://www.imdb.com/title/tt2637276/?ref_=ref_ext_clz,DVD,Universal,"Mar 15, 2026"
Tenet,2020,https://www.imdb.com/title/tt6723592/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 05, 2026"
"The Terminal",2004,https://www.imdb.com/title/tt0362227/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 16, 2026"
"Terminator Genisys",2015,https://www.imdb.com/title/tt1340138/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 29, 2026"
"Terminator Salvation",2009,https://www.imdb.com/title/tt0438488/?ref_=ref_ext_clz,Blu-ray,Sony,"Mar 29, 2026"
"Terminator: Dark Fate",2019,https://www.imdb.com/title/tt6450804/?ref_=ref_ext_clz,Blu-ray,"20th Century Fox","Mar 29, 2026"
"The Brat Pack",,,DVD,,"Mar 29, 2026"
"The Theory of Everything",2014,https://www.imdb.com/title/tt2980516/?ref_=ref_ext_clz,DVD,Universal,"Mar 29, 2026"
"There Will Be Blood",2007,https://www.imdb.com/title/tt0469494/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
"The Thing / Vampires / Village Of The Damned",,,DVD,,"Mar 29, 2026"
"Tomorrow Never Dies",1997,https://www.imdb.com/title/tt0120347/?ref_=ref_ext_clz,DVD,,"Mar 15, 2026"
"Top Gear - Revved Up",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 30, 2026"
"Top Gear: Apocalypse",2010,https://www.imdb.com/title/tt1800759/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: Best of Series One and Two",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 30, 2026"
"Top Gear: Greatest Hits",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Challenges: Volume 2",2003,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Challenges: Volume 3",2003,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 30, 2026"
"Top Gear: The Challenges: Volume 4",2004,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Challenges: Volume 5",2004,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Challenges: Volume 6",2005,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 30, 2026"
"Top Gear: The Great Adventures: US Special",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Great Adventures: Volume 4",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Great Adventures: Volume 4",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Great Adventures: Volume 4",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Great Adventures: Volume 4",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Perfect Road Trip",2013,https://www.imdb.com/title/tt3258142/?ref_=ref_ext_clz,DVD,"BBC Warner","Mar 30, 2026"
"Top Gear: The Perfect Road Trip 2",2014,https://www.imdb.com/title/tt4217172/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: The Worst Car in the History of the World",2012,https://www.imdb.com/title/tt2540072/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: Uncovered",2009,https://www.imdb.com/title/tt1556943/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Top Gear: Winter Olympics",2021,https://www.imdb.com/title/tt1628033/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"TopGear: At The Movies",2011,,DVD,,"Mar 30, 2026"
"Torchwood: Season 1",2007,https://www.imdb.com/title/tt0485301/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 15, 2026"
"Torchwood: Season 2",2008,https://www.imdb.com/title/tt0485301/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 15, 2026"
"Total Recall",2012,https://www.imdb.com/title/tt1386703/?ref_=ref_ext_clz,DVD,Sony,"Mar 29, 2026"
"The Town",2010,https://www.imdb.com/title/tt0840361/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 29, 2026"
"Toy Story Collection",2010,,DVD,,"Mar 29, 2026"
"Training Day",2001,https://www.imdb.com/title/tt0139654/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 29, 2026"
Traitor,2008,https://www.imdb.com/title/tt0988047/?ref_=ref_ext_clz,DVD,,"Mar 15, 2026"
Transformers,2007,https://www.imdb.com/title/tt0418279/?ref_=ref_ext_clz,DVD,"DreamWorks Home Entertainment","Mar 15, 2026"
Transformers,2007,https://www.imdb.com/title/tt0418279/?ref_=ref_ext_clz,DVD,"DreamWorks Home Entertainment","Mar 29, 2026"
"The Transporter / Broken Arrow / Point Blank",2002,,DVD,,"Mar 29, 2026"
"Transporter 3",2008,https://www.imdb.com/title/tt1129442/?ref_=ref_ext_clz,DVD,"Icon Film Distribution","Mar 29, 2026"
"Treasure Planet",2002,https://www.imdb.com/title/tt0133240/?ref_=ref_ext_clz,DVD,"Walt Disney","Mar 15, 2026"
"Trolls World Tour",2020,https://www.imdb.com/title/tt6587640/?ref_=ref_ext_clz,Blu-ray,,"Mar 29, 2026"
"Tron: Legacy",2010,https://www.imdb.com/title/tt1104001/?ref_=ref_ext_clz,DVD,"Walt Disney","Mar 05, 2026"
"Tropic Thunder",2008,https://www.imdb.com/title/tt0942385/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 29, 2026"
"True Blood",1989,https://www.imdb.com/title/tt0098525/?ref_=ref_ext_clz,DVD,,"Mar 10, 2026"
"True Blood: Season 1",2008,https://www.imdb.com/title/tt0844441/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"True Blood: Season 2",2009,https://www.imdb.com/title/tt0844441/?ref_=ref_ext_clz,DVD,,"Mar 05, 2026"
"True Blood: Season 3",2010,https://www.imdb.com/title/tt0844441/?ref_=ref_ext_clz,DVD,,"Mar 10, 2026"
"True Lies",1994,https://www.imdb.com/title/tt0111503/?ref_=ref_ext_clz,DVD,Universal,"Mar 29, 2026"
"True Romance",1993,https://www.imdb.com/title/tt0108399/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 29, 2026"
"Turner & Hooch",1989,https://www.imdb.com/title/tt0098536/?ref_=ref_ext_clz,DVD,"Touchstone Home Video","Mar 29, 2026"
"Two Pints Of Lager And A Packet Of Crisps: Series 1 And 2",2001,https://www.imdb.com/title/tt0278251/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 16, 2026"
"Ugly Betty: Season 1",2006,https://www.imdb.com/title/tt0805669/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
"The Ugly Truth",2009,https://www.imdb.com/title/tt1142988/?ref_=ref_ext_clz,DVD,Sony,"Mar 29, 2026"
"The Ultimate Matrix Collection",2003,,DVD,"Warner Bros.","Mar 29, 2026"
"Ultimate Top Gear",,,DVD,,"Mar 30, 2026"
"Underworld: Evolution",2006,https://www.imdb.com/title/tt0401855/?ref_=ref_ext_clz,DVD,"Entertainment In Video","Mar 29, 2026"
Untraceable,2008,https://www.imdb.com/title/tt0880578/?ref_=ref_ext_clz,DVD,Universal,"Mar 15, 2026"
"The Usual Suspects",1995,https://www.imdb.com/title/tt0114814/?ref_=ref_ext_clz,DVD,,"Mar 15, 2026"
"The Vampire Diaries: Season 1",2009,https://www.imdb.com/title/tt1405406/?ref_=ref_ext_clz,DVD,,"Mar 05, 2026"
"The Vampire Diaries: Season 1",2009,https://www.imdb.com/title/tt1405406/?ref_=ref_ext_clz,DVD,,"Mar 05, 2026"
"The Vampire Diaries: Season 1",2009,https://www.imdb.com/title/tt1405406/?ref_=ref_ext_clz,DVD,,"Mar 10, 2026"
"The Vampire Diaries: Season 2",2010,https://www.imdb.com/title/tt1405406/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 05, 2026"
"The Vampire Diaries: Season 2",2010,https://www.imdb.com/title/tt1405406/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"Van Wilder",2002,https://www.imdb.com/title/tt0283111/?ref_=ref_ext_clz,DVD,"Momentum Pictures","Mar 16, 2026"
"The Vicar Of Dibley: Series 1",1994,https://www.imdb.com/title/tt0108981/?ref_=ref_ext_clz,DVD,"BBC Video","Mar 12, 2026"
"Waking The Dead: Season 5",2005,https://www.imdb.com/title/tt0259733/?ref_=ref_ext_clz,DVD,"2 Entertain Video","Mar 10, 2026"
"Wallace & Gromit: The Curse of the Were-Rabbit",2005,https://www.imdb.com/title/tt0312004/?ref_=ref_ext_clz,DVD,Dreamworks,"Mar 15, 2026"
"The Warriors",1979,https://www.imdb.com/title/tt0080120/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 29, 2026"
Waterworld,1995,https://www.imdb.com/title/tt0114898/?ref_=ref_ext_clz,DVD,Universal,"Mar 29, 2026"
"We Bought a Zoo",2011,https://www.imdb.com/title/tt1389137/?ref_=ref_ext_clz,DVD,,"Mar 12, 2026"
"We're the Millers",2013,https://www.imdb.com/title/tt1723121/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 12, 2026"
"Wedding Crashers",2005,https://www.imdb.com/title/tt0396269/?ref_=ref_ext_clz,DVD,"Entertainment In Video","Mar 16, 2026"
"The Wedding Singer",1998,https://www.imdb.com/title/tt0120888/?ref_=ref_ext_clz,DVD,"New Line Cinema","Mar 12, 2026"
"The West Wing: Season 1",2000,https://www.imdb.com/title/tt0200276/?ref_=ref_ext_clz,DVD,,"Mar 05, 2026"
"The West Wing: Season 1",2000,https://www.imdb.com/title/tt0200276/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"The West Wing: Season 1-7",1999,https://www.imdb.com/title/tt0200276/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"The West Wing: Season 4",2002,https://www.imdb.com/title/tt0200276/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 10, 2026"
"The West Wing: Season 7",2006,https://www.imdb.com/title/tt0200276/?ref_=ref_ext_clz,DVD,,"Mar 10, 2026"
"What Happens in Vegas",2008,https://www.imdb.com/title/tt1033643/?ref_=ref_ext_clz,DVD,"20th Century Fox","Mar 29, 2026"
"What If",2013,https://www.imdb.com/title/tt1486834/?ref_=ref_ext_clz,DVD,,"Mar 12, 2026"
"What to Expect When You're Expecting",2012,https://www.imdb.com/title/tt1586265/?ref_=ref_ext_clz,DVD,,"Mar 30, 2026"
"Wild Child",2008,https://www.imdb.com/title/tt1024255/?ref_=ref_ext_clz,DVD,Universal,"Mar 16, 2026"
"Wild Hogs",2007,https://www.imdb.com/title/tt0486946/?ref_=ref_ext_clz,DVD,"Buena Vista Home Entertainment","Mar 15, 2026"
"Willy Wonka & the Chocolate Factory",1971,https://www.imdb.com/title/tt0067992/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 29, 2026"
"The Woman in Black",2012,https://www.imdb.com/title/tt1596365/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
"The Woman in Black",2012,https://www.imdb.com/title/tt1596365/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
Wonderland,2003,https://www.imdb.com/title/tt0335563/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
"A Wrinkle in Time",2018,https://www.imdb.com/title/tt1620680/?ref_=ref_ext_clz,DVD,"Walt Disney","Mar 29, 2026"
X-Men,2000,https://www.imdb.com/title/tt0120903/?ref_=ref_ext_clz,DVD,,"Mar 29, 2026"
X-Men,2000,https://www.imdb.com/title/tt0120903/?ref_=ref_ext_clz,DVD,"20th Century Fox","Mar 29, 2026"
"X-men / X-men 2 / X-men: The Last Stand",2009,,DVD,,"Mar 10, 2026"
"X-Men: First Class",2011,https://www.imdb.com/title/tt1270798/?ref_=ref_ext_clz,DVD,"Marvel Studios","Mar 29, 2026"
xXx,2002,https://www.imdb.com/title/tt0295701/?ref_=ref_ext_clz,DVD,Sony,"Mar 30, 2026"
"Yes Man",2008,https://www.imdb.com/title/tt1068680/?ref_=ref_ext_clz,DVD,"Warner Bros.","Mar 16, 2026"
"You Don't Mess with the Zohan",2008,https://www.imdb.com/title/tt0960144/?ref_=ref_ext_clz,DVD,Sony,"Mar 12, 2026"
Zombieland,2009,https://www.imdb.com/title/tt1156398/?ref_=ref_ext_clz,DVD,Sony,"Mar 12, 2026"
Zoolander,2001,https://www.imdb.com/title/tt0196229/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 15, 2026"
Zoolander,2001,https://www.imdb.com/title/tt0196229/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 16, 2026"
Zoolander,2001,https://www.imdb.com/title/tt0196229/?ref_=ref_ext_clz,DVD,"Paramount Pictures","Mar 29, 2026"
